id	filename	md5	size	state
2f368dcd-0ec1-4355-b637-fbda53d10dfe	C495.TCGA-CV-6956-01A-21D-2012-08.1_gdc_realn.bam	6534fa4a99707ea14a94f54c44c760cf	10227990043	validated
34b59a50-76b1-4f3f-b181-c2a91642d287	C509.TCGA-44-6775-11A-21D-A27T-08.2_gdc_realn.bam	8b23dde8b731640ffdbd7d6e3ea80754	13037905979	validated
35c1d683-2f55-4717-b7e4-ba88b2ec9d79	C239.TCGA-09-2045-01A-01W-0799-08.2_gdc_realn.bam	b44308f061912a3084093c8dc4a96c46	18005566252	validated
36051f6e-f7a1-404c-8059-dbf8045e0aad	6be4e6fc10197d1cd01df7a813acf829_gdc_realn.bam	da24f144b4f878fd64e61f35f723b765	17105099183	validated
374c4505-c6e7-4a4e-b8e2-74acdfd230d4	C499.TCGA-J8-A3YH-06A-11D-A23M-08.6_gdc_realn.bam	2b14c51cf5cef444a859704d00fef86a	13533012469	validated
38bbe017-3023-465c-8a2c-ba1d55849600	fe393a776c582c85e6bf66ccc598be08_gdc_realn.bam	5748cfb69fe0d456bfdc2d81dfc66ad0	14964803102	validated
39623191-b058-4140-b594-5a07ec84b894	C484.TCGA-27-1831-10A-01D-1494-08.6_gdc_realn.bam	fe46780512b235fe89f656716012d08a	20147877153	validated
39665191-4c0b-484d-b1bb-c2c3aee6923e	C500.TCGA-GC-A3OO-10C-01D-A22Z-08.9_gdc_realn.bam	0959856b02621c19408c57880b11b53f	8703126060	validated
3ad28d1c-135c-455b-9fc3-e9e9953ba101	TCGA-G3-A25T-10A-01D-A16V-10_Illumina_gdc_realn.bam	b65c75ba8d3269a703f2c823dc7e7952	18312829498	validated
3df749da-9bfa-46a5-9c84-9cfc31a0510a	C495.TCGA-BB-4223-10A-01D-1434-08.3_gdc_realn.bam	857202db98fd33083067768d4bf94f56	20414057327	validated
4270d3e3-6dc3-4869-a700-b21272a34e7c	C529.TCGA-EJ-5511-01A-01D-1576-08.8_gdc_realn.bam	16d636a34163780504355a9310311c85	18648296954	validated
4a6bfb90-3c6d-4af1-a14e-bb9d6907cc33	TCGA-AX-A06B-10A-01W-A027-09_IlluminaGA-DNASeq_exome_gdc_realn.bam	c0609b73737cc7f77b7a004d45200021	19231184382	validated
4ba18f00-171e-4e94-9cdd-5fd11255ff00	C828.TCGA-GN-A262-06A-11D-A196-08.2_gdc_realn.bam	91bdd8c4aaae550a055eb7636943c303	10015119448	validated
4c7204ee-8b43-4015-834a-9c7f302e2115	TCGA-AA-3514-10A-01D-1953-10_gapfillers_Illumina_gdc_realn.bam	0a81ee9a0434069f7312be6eaefe773a	4626571242	validated
4c8c8a62-7200-4229-ba56-25b7cbdde930	C347.TCGA-44-3396-10A-01D-1265-08.3_gdc_realn.bam	8132942df12c2a779b521d5627346981	14937443429	validated
4e6c899a-a0d0-49ba-99e4-56b1c4af5cca	d0b339e479c5f793f82d1e207229f553_gdc_realn.bam	adec65c346046add350fc1c2390ae53f	17929952314	validated
51fd2132-3607-4dac-b518-bf48d29ddf15	C347.TCGA-44-3396-11A-01D-1553-08.1_gdc_realn.bam	1aaed7dc2c628fecd932a32d3b34eb06	14663968475	validated
5496087b-5051-48e5-9579-69842c6273f0	C347.TCGA-44-3396-01A-01D-1553-08.1_gdc_realn.bam	98d6501a459e2d757f8317aa87281b9d	14921675017	validated
55195645-bb99-4b7d-b20a-d45c8ba05270	C509.TCGA-44-6775-10A-01D-1855-08.2_gdc_realn.bam	8ffa80b29a8e3b9b22a1e45c989ad4c8	14289011872	validated
5832eecb-4bea-430e-87b8-5d94ca28cd24	18c88a2d62a45e5f73ff3f4caa5202a8_gdc_realn.bam	0a0f8728eae9d568016e45f1c8e10293	12653668046	validated
5946434f-0adc-4b4c-a622-28dd65e9ec28	TCGA-AX-A06B-01A-11W-A027-09_IlluminaGA-DNASeq_exome_gdc_realn.bam	8b94f770f8b42e7ed4af42573a33bc17	24434540046	validated
5aa44311-8925-4dcc-8fbb-50b3aa4484a9	C440.TCGA-BR-8373-01A-11D-2340-08.3_gdc_realn.bam	d9dca8fe3ad813d736f160cec148cedd	8174108998	validated
5bc968e0-43e1-43ef-85aa-0f96154aae12	C509.TCGA-91-6829-11A-01D-1855-08.2_gdc_realn.bam	57d33d2dbaa6978a8480cdaac89fc067	15051022280	validated
615099e4-c910-41c9-bc28-9eacee3a7611	C509.TCGA-44-6775-01C-02D-A271-08.5_gdc_realn.bam	41d9bc145b045589b6deb781f0444354	8447372848	validated
622b0cf0-dab0-47ce-8c34-c5973c000e7c	C509.TCGA-44-6775-01A-11D-A271-08.5_gdc_realn.bam	28041bef7ed62f43ffaad3fade5a6866	7929920612	validated
626d1a52-df40-4a65-aaac-744beb12fe6e	C494.TCGA-HW-7495-10A-01D-2024-08.1_gdc_realn.bam	bfab526891d2d474489fc2af5fd888dc	9065839185	validated
626ffd2f-ccdd-4827-980d-af885424f9b3	a6f9b4ac751667817f9547da4444cc61_gdc_realn.bam	04f2316c04a39bbb537bc70fafcb2a66	26589032859	validated
62c35192-7d1f-4419-9bc7-1c524d83d9d4	TCGA-A5-A0GX-01A-11W-A062-09_IlluminaGA-DNASeq_exome_gdc_realn.bam	a671d1ecd93e73aef2a1aae15a4e8a62	20895805976	validated
6328c4e4-1caa-43c3-be30-7d37e46e8284	TCGA-A2-A04T-10A-01W-A055-09_IlluminaGA-DNASeq_exome_gdc_realn.bam	28258b4dfb15935511e382343840f750	24487141500	validated
63850c7a-f7f7-43e8-9270-21e28e731a13	C828.TCGA-D9-A148-06A-11D-A19A-08.2_gdc_realn.bam	b8d1c1b2b86ce1e817ef3162e25bf5f5	10021978120	validated
647cfda2-f1b9-487d-a8c5-e4e56d320263	C828.TCGA-EE-A2GN-06A-11D-A196-08.3_gdc_realn.bam	ecbf2c04446c2481c75e11f7113fdf6d	9639361116	validated
6726e87d-ff98-45c6-817c-031473f5e20c	C239.TCGA-09-2045-11A-01W-0799-08.2_gdc_realn.bam	b4486718cc521f3dfe895f235fdf0248	12629696216	validated
6886df5e-da3c-4ce2-a581-bfb03b6e5123	256b262894c1775b7004bddfa9182960_gdc_realn.bam	cc88e190cc33312503a46a5cfdd2efa2	7288316297	validated
6a118b28-37d7-48c2-96dc-1f3bf6ebe6f3	C494.TCGA-HW-7495-01A-11D-2024-08.1_gdc_realn.bam	198ab63d321d3124a5cc5584ff35ca38	10280642561	validated
6e1eee47-dbc8-40e4-b8f6-d0e3fbf5c0e8	68b921f39e88c6a51c73c4e5574b10e9_gdc_realn.bam	eeaf2daf05fae3f60bd7641e4878e01d	11078598923	validated
6f73609f-4806-4977-aad1-95dd31a4de27	C529.TCGA-G9-6367-10A-01D-1786-08.3_gdc_realn.bam	b9e219cfeddcfc6ec83e99fefc2a118f	12346052452	validated
6f73a640-1eb1-4102-919e-bc84e6e99247	C495.TCGA-BA-6873-01A-11D-1870-08.3_gdc_realn.bam	3c0721ab208f69398d1691c70d22efc2	13400074578	validated
7032061a-a3fc-45a9-bac4-b7f98a752612	C495.TCGA-BB-4223-01A-01D-1434-08.3_gdc_realn.bam	06b93ff49774419bf82406ed8e0e9c0e	21310262078	validated
74cde659-1240-460a-ad9a-e2f50f85546e	C494.TCGA-DU-7294-10A-01D-2024-08.1_gdc_realn.bam	80a06cdf49ab2239ee39b0571b444d0c	8331206865	validated
765cfa02-d4d7-4a2a-89ec-95cbadaf9eba	C828.TCGA-GN-A26A-10A-01D-A19A-08.3_gdc_realn.bam	c2b12f0a8fe718dbd017838ff216b856	11462909964	validated
7723ad2f-d477-4e75-8c3f-36dba1bb1e30	a860bf9f3b38a323a3c4ead5b07fd39d_gdc_realn.bam	bdff51e4b970fdc7b339dfeb6997576d	27161142185	validated
7cffb8e7-0511-4609-9df6-c15a1f25b25a	82e3938b0c89c682ea4564b5e2720ba0_gdc_realn.bam	896ff12e2e1ad41e96d311fe7bceaae5	28562536228	validated
7e643f27-f099-4f3b-8fbd-0748addcd7bb	1dab620ce7fd12477460b29c94ac03fd_gdc_realn.bam	951e101abe692019215ec00c95ecf377	28673701515	validated
7ea0cc38-d8de-42c7-a869-5ace4f56df2e	TCGA-CZ-5454-11A-01D-1501-10_Illumina_gdc_realn.bam	67b7ac61416fab8b4861a1f81faf9085	31056557764	validated
7f1d4c5d-81a9-46af-a487-46ae599cd766	TCGA-AA-A00N-10A-01D-A17O-10_hg19_Illumina_gdc_realn.bam	c73aad14f2f68502d3770739d0e38047	18389046492	validated
7f36c8f1-613f-4b5a-85cd-cc0f235e3f15	C509.TCGA-91-6829-01A-21D-1855-08.2_gdc_realn.bam	ab609930e30d85a44699df09c50d0be8	12034967834	validated
801a2cac-3015-4f91-be09-d0f1ce6536bc	TCGA-AD-A5EK-01A-11D-A28G-10_Illumina_gdc_realn.bam	de30056368a889e18edc72a8f798ec6c	15699413825	validated
80f9d74c-f481-45a8-971b-a0d97291c0d2	C529.TCGA-G9-6342-01A-11D-1961-08.2_gdc_realn.bam	2f8200b7e4210f94dcc90895d5495d12	12628620164	validated
81dfd670-7f92-4c0e-8510-03dd78cfa1ba	TCGA-KL-8323-01A-21D-2310-10_Illumina_gdc_realn.bam	1b266a7537949b934341dda6b5c86ca4	9745835290	validated
8209a116-c5e5-45a3-9e68-2b7beeb99b69	C282.TCGA-27-1831-10A-01W-0837-08.3_gdc_realn.bam	f39942fde750e774d873baa867aa585c	18558768015	validated
839ade35-0353-4138-b7fb-452c5e67b2e1	C828.TCGA-GN-A262-10A-01D-A198-08.2_gdc_realn.bam	bd5d803eafdd94ab73fcee930cbe9d10	9464755962	validated
8530b067-006a-461e-8ef4-8e5dd0560eea	TCGA-AD-A5EK-10A-01D-A28G-10_Illumina_gdc_realn.bam	fa610e5fd2b64e3db57d5d55e71bee90	14488842270	validated
8acff3d4-c5d7-4226-ab12-7b8b24ab30ed	C494.TCGA-FG-6691-10A-01D-1893-08.7_gdc_realn.bam	94edd5dc9815bbfdfe4c9de915c89485	14728234119	validated
8e5f4044-442e-4fc6-8957-170b65c24d45	C440.TCGA-BR-8373-10A-01D-2341-08.6_gdc_realn.bam	2e266b98920637443600e5e30c2d0daa	18552964069	validated
8e7afe6e-689c-4de9-b8bc-bbfa6fdc6fe1	TCGA-DD-A3A7-11A-11D-A22F-10_Illumina_gdc_realn.bam	27ba41f0e7b53bb83637bd5c5cea536f	14105315391	validated
9087e717-ba34-470a-b687-d125215a0103	C529.TCGA-EJ-5494-01A-01D-1576-08.8_gdc_realn.bam	406af6beab0683738870b685516c833e	19010073853	validated
94397aa6-6d21-4b0d-9cf7-e12916d649ad	ead15df73e612c37528694dc3cdde95f_gdc_realn.bam	98ec748e6decddb7d73e951361ca49e4	18023640023	validated
97256c5d-07c5-47cf-b481-9123a41504f6	C828.TCGA-EE-A2GN-10A-01D-A198-08.3_gdc_realn.bam	1b68cdbb83241c8349b7718f9baae721	12120027783	validated
9bce943a-2cb4-48c3-b6e7-d33e8ab2bb6d	C529.TCGA-EJ-7782-11A-01D-2114-08.5_gdc_realn.bam	06f07f1306f2fb00791ab82c50f17549	7527758285	validated
9ecadc86-ea41-4733-8d04-a079a92f10ff	TCGA-BS-A0U8-01A-11D-A10B-09_IlluminaGA-DNASeq_exome_gdc_realn.bam	9444d49a618f38c525ba577a1816ae51	15072149457	validated
a04715f1-925f-46b1-8295-2b1145d031a1	C529.TCGA-EJ-7782-10A-01D-2114-08.5_gdc_realn.bam	668311891fde2b2a049a778fe8a10478	12710278556	validated
a058ef56-20ee-4ce5-9a6e-723090f0c225	TCGA-G3-A25T-01A-11D-A16V-10_Illumina_gdc_realn.bam	f3979b3b9d65a85176e585a1f00ee27b	22992368952	validated
a254bb7b-0f9c-4995-b22e-deb12a525aca	C499.TCGA-EM-A1YA-10A-01D-A14W-08.3_gdc_realn.bam	2c3bfb5c0cc5cb7806c4e367900269ea	9082007773	validated
a38fca58-0c2b-4619-ad87-d3b34b1bebba	C529.TCGA-EJ-7782-01A-11D-2114-08.4_gdc_realn.bam	6f84ec30d729fb571239f86dbb223234	7614697011	validated
a3eda5fd-10a4-47b5-ad48-17c3f06f3746	C494.TCGA-DU-5847-10A-01D-1705-08.5_gdc_realn.bam	468e5e047c6f2013a7dd5e91a9b321c2	8334834854	validated
a8dcdb08-9056-4d2d-b58c-c65206a62ff9	2663af7957246d1f2eaa792148d65c00_gdc_realn.bam	ee3327e08fc4793fccd8435e834eb1ff	11535799547	validated
a9df2350-de31-43c4-b8c2-2bd95c1abb3a	597b79a03ebf31a137a5046210d336b6_gdc_realn.bam	1e7545639dc25438413e4b4d9a0e12a0	11320300526	validated
ac5c745c-562f-4153-9f22-e50533eb9668	C499.TCGA-DJ-A1QM-10A-01D-A14W-08.3_gdc_realn.bam	dc80bed3580f54abe26e7b06709c10aa	10522059225	validated
af667b97-3e41-4362-9fbf-76b426fbfc35	C500.TCGA-GC-A3OO-01A-11D-A22Z-08.7_gdc_realn.bam	fec28f9bc18bfb0c0211f2d24b3f5cfb	11638827768	validated
b1ec12cd-24f9-4695-b6b9-4547c95e53f4	09d9b143bb0c1e0c3549ac12d2d6c3ad_gdc_realn.bam	222417d7c91aee6b0c9ed771e48f512a	9908912904	validated
b29977da-e8fe-4412-935c-6cfb2c1d4783	b61246c2aa0c36234fe7cacf6ac3dfe9_gdc_realn.bam	3dcb3d53d322d6ae93485f86456d0778	22345312166	validated
b39fc5b4-1e2a-4d0c-99b3-2038044181fb	C499.TCGA-J8-A3YH-10A-01D-A22Z-08.7_gdc_realn.bam	3b2c0b49eb1f1c80a794c17eb546d665	6274731711	validated
b4650aaa-6caa-4879-b3f0-c1d0a6d1c8c3	4df72e3ee9ffc4c72cf1d5af42b8a238_gdc_realn.bam	5f42cbff78ce994155a9a1cfc2cc584c	11704739316	validated
b4c75727-2e59-477a-85bb-1590be1e6203	C828.TCGA-EB-A24D-01A-11D-A197-08.2_gdc_realn.bam	fc1441dbe4711d86e7d3292e0867dd6f	11216626716	validated
b545e05e-fa28-4c90-9bd3-6542011e7635	C499.TCGA-DJ-A1QM-01A-11D-A14W-08.3_gdc_realn.bam	221547829afa25f62f1ffc5eeda43397	9566488700	validated
b6adec92-0ec1-4dec-87f1-d10798d3b64f	TCGA-AA-3514-01A-02D-1953-10_gapfillers_Illumina_gdc_realn.bam	bb5f1543e0a52e7137db3105cad2f08e	8739212127	validated
b9724f20-f74e-4668-b76e-560dcf56cb2a	63db6c2f3aa6b8dce40108a0b65e20a8_gdc_realn.bam	a83ca0f42678c1ba03f3fa7de0346780	9735068090	validated
ba135d9e-311c-4eac-9d51-00b5345845e3	TCGA-DD-A3A9-11A-11D-A25V-10_Illumina_gdc_realn.bam	d9b7fe3dda61d1b7a5168646d5f69205	14359171835	validated
ba35a842-450e-4413-966c-4bd85a20803c	af359fa7d1ca8331e55b70560b6d4c5b_gdc_realn.bam	d4f4ab51b50e365e27b13cc76bd4e737	31260604695	validated
bb6550dc-83db-4811-a8de-77392bfc933b	C495.TCGA-CV-6956-11A-01D-2012-08.1_gdc_realn.bam	260ba2fdbc17c0baa9ba54a523043940	9637552135	validated
bd83a189-6ffd-419d-b3f6-9fd53b99b0db	C347.TCGA-66-2757-01A-01W-0877-08.1_gdc_realn.bam	bf4bc3c03234c4607a68d5d287e28bc9	15362740718	validated
be912e76-b90b-45a2-8728-58a45448b159	TCGA-EP-A2KB-01A-11D-A183-10_Illumina_gdc_realn.bam	09f21223eb0b8a6d3031e49c4bffc5fd	17974541280	validated
bf2f1d99-5c55-489f-b77f-b56f2e1cd2ba	C499.TCGA-FE-A234-10A-01D-A14W-08.3_gdc_realn.bam	cf83c8be763fa34360be15fe7e6eb573	8762000951	validated
c03a74f4-e90d-4037-9e19-41c692b4bc32	290d582ed431b174031b61e2fbe96009_gdc_realn.bam	eaacb3e8e9eed04be9a7e1a22834c51e	18743348020	validated
c1afd467-9dcb-48c8-8fb5-5ee6a25cf2c5	C508.TCGA-66-2757-11A-01D-1522-08.5_gdc_realn.bam	189093707a02512f179f680056eebe2e	21293373479	validated
c5e15197-cad3-48ab-9675-84e366a00ec2	C1760.TCGA-V4-A9E7-01A-11D-A39W-08.1_gdc_realn.bam	f54b7b9ca07b324f4cf47da1e25c2bc7	7139040198	validated
c60d1c67-8c6c-4467-89a6-2b690496ecb2	C1760.TCGA-V4-A9EE-10A-01D-A39Z-08.2_gdc_realn.bam	94540205643ce5e51fc50b711fa32557	6549705683	validated
c778cd10-999f-4f9c-80a6-5296ae35ecf1	C1760.TCGA-V4-A9EE-01A-11D-A39W-08.1_gdc_realn.bam	5266388c38a2b5c7f52288aed949bbd7	8685985207	validated
c8769c35-0581-4323-9175-c7d656760e35	TCGA-AA-3514-11A-01D-1554-10_Illumina_gdc_realn.bam	43ea44b9989dba23aca447009a6d104b	26890968513	validated
c87d8786-4ffb-42f9-9fad-309b2fb0b89e	C529.TCGA-G9-6367-11A-01D-1786-08.3_gdc_realn.bam	0d43303a6367f21bfa19af94dd1b0803	12736379595	validated
c95bf5f7-4ba7-4009-b347-b6caac6e2f6f	3070f5dd9b6f075bfe5d888ffe7bec6b_gdc_realn.bam	02f888da8ead6a6c644e435b47e2ade8	6716977915	validated
c9f3639a-239a-4577-9d04-cecaa42c1f27	C499.TCGA-DO-A1K0-10A-01D-A13W-08.3_gdc_realn.bam	80c9466a53c3c12e19ee47c2bfdfb931	15482004486	validated
cc780344-0a7d-4031-90d1-d2a2ce6a280b	C499.TCGA-J8-A3YH-01A-11D-A22Z-08.7_gdc_realn.bam	d8699fe54c1408b6f86e879f186ad1eb	5073864228	validated
ccec3d2c-ce50-4e18-862a-069e5d717ce7	C529.TCGA-CH-5764-01A-21D-1576-08.4_gdc_realn.bam	92a3843ada7e5c355beb34230f2ceeef	21525133833	validated
cde39707-e4bf-4628-a0d3-d56fccb1bb8d	C828.TCGA-D9-A148-10A-01D-A19A-08.2_gdc_realn.bam	936c60853f87ff68c4498a62e2bb18f9	10457363315	validated
ce62745f-14d7-4eb0-b473-1632d09daccc	C494.TCGA-FG-6691-01A-11D-1893-08.7_gdc_realn.bam	ce617d03c327af06e4173e1be92ee29b	10605272525	validated
d499d73e-0a0f-4ada-81d2-18cd76620df5	C509.TCGA-44-6775-01A-11D-1855-08.2_gdc_realn.bam	8d598c649b53f22e13afe22bf48ea7c6	14374686092	validated
d5c96b4f-69af-40e0-9f88-5dacbaa072d4	589ef632efd56a3eb8bd671a8fd995d6_gdc_realn.bam	51666409abe62f84ae26c0cd664fe11d	9645340249	validated
d5e0b1bc-c443-4d8a-9594-adb25e437900	C508.TCGA-66-2757-01A-01D-1522-08.5_gdc_realn.bam	5ae9d6fab3a3618d86fe401ee828448a	18784301667	validated
d61196b9-6ca6-4a78-a0ba-9aed2ba195ee	C529.TCGA-EJ-5511-10A-01D-1577-08.8_gdc_realn.bam	cfc429b6137a389b5c0108838bdc836e	19875091023	validated
d6f7ae18-c866-4b4d-ac43-671e74cc56cc	C494.TCGA-DU-7294-01A-11D-2024-08.1_gdc_realn.bam	0f59adadcbe48be92ae1a64562e07ad7	8484623025	validated
d790b429-1158-4704-87ec-4eb9f2feb544	C499.TCGA-FE-A234-01A-11D-A14W-08.3_gdc_realn.bam	8c227427d2c87cdb7a0c673fc48eb7c2	8411552396	validated
d8bffed0-2497-4f5d-a991-4cc9e472e9d8	TCGA-CZ-5454-01A-01D-1501-10_Illumina_gdc_realn.bam	ba1a8786d916fb195e24b36ad481cefb	30545225480	validated
d98845b4-a808-42f1-bae3-d1a73d189b5f	C509.TCGA-44-6775-11A-01D-1855-08.7_gdc_realn.bam	4d8f15d11f32425c87da8125db69cf1f	12899460331	validated
dd3c12f5-cdb6-4419-b400-f8ddd374bf33	TCGA-AA-A00N-01A-02D-A17O-10_hg19_Illumina_gdc_realn.bam	281cafdf92fef5fcf96f717351175037	17556714988	validated
def96cf8-e291-4145-87fa-3865f5e6d220	C494.TCGA-DU-5847-01A-11D-1705-08.5_gdc_realn.bam	2b7af8060fa4022eab510daa20f40019	8550936249	validated
dfb33967-d1ef-4df8-a94a-34dccc6015ce	C495.TCGA-BA-6869-10A-01D-1870-08.3_gdc_realn.bam	a35bd4dd57dd3f3e4ad37b2d99f8270d	12363902576	validated
e2230735-74c3-4334-8f8b-da644e602e56	C495.TCGA-BA-6869-01A-11D-1870-08.3_gdc_realn.bam	ab59eb4925265121b58d21e367c9404a	11897488646	validated
e3043352-f460-4704-bd3a-7186b4449177	C529.TCGA-CH-5764-11A-01D-1576-08.4_gdc_realn.bam	7ff0653093d55630e0a718520c499c7a	24464207995	validated
e4ab4184-37a7-4e14-82de-2cfa9e9b8635	C509.TCGA-44-6775-01A-31D-A27T-08.2_gdc_realn.bam	182f137c638d4ad7088045461b69e2b8	12769535697	validated
e989bba8-f397-4130-b1f3-2c79b8485e5c	C529.TCGA-EJ-5518-10A-01D-1577-08.8_gdc_realn.bam	d4b45bfdda6bf81b607922439ad93fa5	19722833225	validated
ecf8b701-799b-4355-b844-d185877f0613	C282.TCGA-27-1831-01A-01W-0837-08.3_gdc_realn.bam	c867fd6f261c474d619d8cfef8cb8af3	19174873953	validated
ed3662aa-92f5-47c5-ba35-ab457985075d	TCGA-KL-8323-11A-01D-2310-10_Illumina_gdc_realn.bam	b550403a55833c89f63e4158637a8476	15342796416	validated
f115cd16-0e86-46b9-afe2-93ca73e3a259	C529.TCGA-G9-6342-11A-02D-1961-08.2_gdc_realn.bam	0942cd6d62688980412176b8260abc53	11846066380	validated
f13c0f44-d9a4-47cf-9b2f-2a576c4ce814	C509.TCGA-44-6775-11A-31D-A27T-08.2_gdc_realn.bam	275b2f62b55f8b45494115223139e35c	12773642047	validated
f1cc427a-5aef-4b24-b47a-b59be243da7d	C529.TCGA-G9-6342-10A-01D-1961-08.2_gdc_realn.bam	36031e47ffd9a0db6367b341fccf29d8	13760043682	validated
f2aef165-c6b7-480f-9fe6-3a47914450d2	C828.TCGA-GN-A26A-06A-11D-A19A-08.3_gdc_realn.bam	1ad5022c89d94a49b092a317e171a28d	6384823474	validated
f3a71b90-9948-48a1-bab5-3a24123a970a	TCGA-DD-A3A9-01A-11D-A25V-10_Illumina_gdc_realn.bam	3e788e241c7aa06d87ae003e269433eb	14692222426	validated
f5dfc97f-c43b-4d1c-9ebc-cb030c876cfd	C828.TCGA-EB-A24D-10A-01D-A199-08.2_gdc_realn.bam	8b4b072d47d11555235e7c3b5c93c05a	7272102709	validated
f75f39f2-6800-4507-9483-36fa080737ac	C484.TCGA-27-1831-01A-01D-1494-08.6_gdc_realn.bam	9052f04dcaf2740f16bfb16cc22c2229	18663517473	validated
fa09d646-9904-4a64-a651-9ff839d6a5d2	TCGA-A5-A0GX-10A-01W-A062-09_IlluminaGA-DNASeq_exome_1_gdc_realn.bam	725116e262abf2540d70eb7bc06a0013	19621812402	validated
fc2bc8c8-2c1c-4fc2-89c5-719bc9b38118	TCGA-EP-A2KB-10A-01D-A183-10_Illumina_gdc_realn.bam	772622c74f64e04d1d7933da3cff2ac0	21201238427	validated
ff9afde3-7ec1-4937-a77f-0e2387c6372f	TCGA-BS-A0U8-10A-01D-A10B-09_IlluminaGA-DNASeq_exome_gdc_realn.bam	08e5dc15de6dff21de0e0e95174eccee	16118043376	validated
